Filename;ClassId
dataset\GTSRB\Final_Training/Images\00031\00000_00000.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00001.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00002.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00003.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00004.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00005.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00006.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00007.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00008.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00009.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00010.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00011.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00012.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00013.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00014.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00015.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00016.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00017.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00018.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00019.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00020.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00021.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00022.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00023.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00024.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00025.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00026.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00027.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00028.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00000_00029.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00000.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00001.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00002.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00003.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00004.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00005.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00006.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00007.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00008.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00009.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00010.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00011.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00012.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00013.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00014.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00015.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00016.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00017.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00018.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00019.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00020.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00021.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00022.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00023.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00024.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00025.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00026.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00027.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00028.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00001_00029.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00000.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00001.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00002.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00003.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00004.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00005.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00006.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00007.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00008.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00009.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00010.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00011.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00012.ppm;31
dataset\GTSRB\Final_Training/Images\00031\00002_00013.ppm;31
